run_id,algorithm,graph,n_nodes,n_edges,graph_params,license_config,total_cost,time_ms,valid,issues,image_path,notes
20250924_180537_custom,ilp,scale_free,20,36,{'seed': 2},duolingo_super,115.49000000000001,50.84416000318015,True,0,runs/20250924_180537_custom/graphs/ilp_20n_36e.png,
