run_id,algorithm,graph,n_nodes,n_edges,graph_params,license_config,total_cost,time_ms,valid,issues,image_path,notes
20250924_180516_custom,ilp,scale_free,30,56,{'seed': 2},spotify,227.94,60.50193299597595,True,0,runs/20250924_180516_custom/graphs/ilp_30n_56e.png,
