run_id,algorithm,graph,n_nodes,n_edges,graph_params,license_config,total_cost,time_ms,valid,issues,image_path,notes
20250924_181025_custom,ilp,random,30,49,{'seed': 1},spotify,289.92,651.3502309971955,True,0,runs/20250924_181025_custom/graphs/ilp_30n_49e.png,
