run_id,algorithm,graph,n_nodes,n_edges,graph_params,license_config,total_cost,time_ms,valid,issues,image_path,notes
20250924_180444_custom,ilp,small_world,30,60,{'seed': 600},spotify,227.94,171.37480599922128,True,0,runs/20250924_180444_custom/graphs/ilp_30n_60e.png,
