,metric,count,mean,std,min,max
0,time_s,19568,1.500987510913338,4.273031277487378,0.0002572839994172682,42.42043217599712
1,total_cost,19568,102.11116090397473,107.5406619772905,10.999999999999995,640.759113652609
2,cost_per_node,19568,0.48183921143477715,0.17539005481146172,0.09147286821705417,1.014176792947343
