run_id,algorithm,graph,n_nodes,n_edges,graph_params,license_config,total_cost,time_ms,valid,issues,image_path,notes
20250924_181059_custom,ilp,scale_free,30,56,{'seed': 1},duolingo_super,173.83,88.13397999620065,True,0,runs/20250924_181059_custom/graphs/ilp_30n_56e.png,
