run_id,algorithm,graph,n_nodes,n_edges,graph_params,license_config,total_cost,time_ms,valid,issues,image_path,notes
20250924_181053_custom,ilp,random,30,49,{'seed': 1},duolingo_super,215.8,425.0873229975696,True,0,runs/20250924_181053_custom/graphs/ilp_30n_49e.png,
